지역,시군구,단지명,전용면적(㎡),계약년월,거래금액(만원)
,달성군 구지면,대구국가산단반도유보라아이비파크3,74.26,202104,23200
,달성군 구지면,대구국가산단반도유보라아이비파크3,74.26,202104,21500
,달성군 구지면,대구국가산단반도유보라아이비파크3,78.97,202104,24890
,달성군 구지면,대구국가산단반도유보라아이비파크3,74.96,202104,23200
,달성군 구지면,대구국가산단반도유보라아이비파크3,74.26,202104,23000
,달성군 구지면,대구국가산단반도유보라아이비파크3,78.97,202104,24890
,달성군 구지면,대구국가산단반도유보라아이비파크3,74.26,202104,22000
,달성군 구지면,대구국가산단반도유보라아이비파크3,74.96,202104,23610
,달성군 논공읍,우신미가뷰,84.86,202104,26500
,달성군 논공읍,우신미가뷰,84.86,202104,27800
,달성군 다사읍,강창그린빌,84.93,202104,18000
,달성군 다사읍,강창그린빌,84.93,202104,19000
,달성군 다사읍,다사e편한세상,84.97,202104,38000
,달성군 다사읍,다사동의센트럴파크,83.06,202104,57900
,달성군 다사읍,다사한일유앤아이,84.86,202104,35000
,달성군 다사읍,대실역동화아이위시,84.77,202104,45000
,달성군 다사읍,죽곡삼정그린코아더베스트,84.97,202104,55000
,달성군 다사읍,죽곡삼정그린코아더베스트,66.05,202104,41500
,달성군 다사읍,죽곡삼정그린코아더베스트,74.88,202104,42700
,달성군 다사읍,죽곡삼정그린코아더베스트,66.05,202104,42200
,달성군 다사읍,죽곡하우젠트아너스빌,85.00,202104,38000
,달성군 다사읍,서재보성2,84.95,202104,18500
,달성군 다사읍,서재보성2,84.95,202104,25000
,달성군 다사읍,서재보성2,84.95,202104,23500
,달성군 다사읍,서재화진금봉타운,84.85,202104,19000
,달성군 다사읍,서재화진금봉타운,84.85,202104,19000
,달성군 다사읍,서재화진금봉타운,84.85,202104,19600
,달성군 다사읍,신성서진흥더블파크,84.77,202104,28800
,달성군 다사읍,신성서진흥더블파크,84.90,202104,19150
,달성군 다사읍,신성서화성파크드림,84.89,202104,27200
,달성군 다사읍,신성서화성파크드림,84.89,202104,28300
,달성군 다사읍,다사세천한라비발디,84.02,202104,42300
,달성군 다사읍,다사세천한라비발디,62.68,202104,28600
,달성군 다사읍,세천삼정그린코아더베스트아파트1단지,75.54,202104,32800
,달성군 다사읍,세천삼정그린코아더베스트아파트2단지,75.54,202104,30000
,달성군 다사읍,강창하이츠,84.93,202104,20000
,달성군 다사읍,대실역이편한세상,84.91,202104,45100
,달성군 다사읍,죽곡 한신 휴 플러스,84.97,202104,57500
,달성군 다사읍,협성휴포레 죽곡,64.98,202104,39800
,달성군 다사읍,협성휴포레 죽곡,84.94,202104,51000
,달성군 다사읍,협성휴포레 죽곡,84.96,202104,51500
,달성군 다사읍,협성휴포레 죽곡,64.91,202104,38300
,달성군 옥포읍,옥포대성베르힐4단지,84.96,202104,40000
,달성군 옥포읍,옥포대성베르힐4단지,84.96,202104,42800
,달성군 옥포읍,옥포대성베르힐4단지,84.96,202104,42900
,달성군 옥포읍,옥포대성베르힐4단지,84.86,202104,30000
,달성군 옥포읍,옥포대성베르힐4단지,84.96,202104,40500
,달성군 옥포읍,옥포대성베르힐4단지,84.96,202104,39300
,달성군 옥포읍,옥포대성베르힐6단지,84.99,202104,39000
,달성군 옥포읍,옥포대성베르힐6단지,84.99,202104,39000
,달성군 옥포읍,옥포이진캐스빌8단지,85.00,202104,35300
,달성군 옥포읍,옥포제림뉴타운,84.87,202104,14000
,달성군 옥포읍,달성삼환나우빌,84.99,202104,21500
,달성군 옥포읍,세광무지개마을,84.97,202104,13200
,달성군 옥포읍,세광무지개마을,84.97,202104,14500
,달성군 유가읍,대구테크노폴리스화성파크드림,77.43,202104,28000
,달성군 유가읍,반도유보라,70.09,202104,26500
,달성군 유가읍,반도유보라,70.39,202104,27000
,달성군 유가읍,반도유보라,70.09,202104,27000
,달성군 유가읍,반도유보라,84.96,202104,31500
,달성군 유가읍,반도유보라,70.39,202104,24300
,달성군 유가읍,반도유보라,70.09,202104,24900
,달성군 유가읍,반도유보라,70.39,202104,25700
,달성군 유가읍,우미린더포레스트,75.73,202104,32700
,달성군 유가읍,우미린더포레스트,75.58,202104,28000
,달성군 유가읍,우미린더포레스트,84.98,202104,36100
,달성군 유가읍,우미린더포레스트,75.58,202104,31650
,달성군 유가읍,우미린더포레스트,75.73,202104,31500
,달성군 유가읍,우미린더포레스트,75.58,202104,28000
,달성군 유가읍,제일풍경채센트럴,63.43,202104,32500
,달성군 유가읍,제일풍경채센트럴,84.98,202104,43000
,달성군 유가읍,제일풍경채센트럴,63.43,202104,28700
,달성군 유가읍,진아리채,84.95,202104,34700
,달성군 유가읍,진아리채,84.95,202104,34700
,달성군 유가읍,진아리채,84.95,202104,34200
,달성군 유가읍,호반베르디움,84.86,202104,32900
,달성군 유가읍,호반베르디움,73.97,202104,28500
,달성군 유가읍,힐데스하임아파트,71.90,202104,27000
,달성군 현풍읍,대구테크노폴리스서한이다음,76.49,202104,27000
,달성군 현풍읍,대구테크노폴리스서한이다음,84.83,202104,28300
,달성군 현풍읍,대구테크노폴리스서한이다음,66.85,202104,23200
,달성군 현풍읍,대구테크노폴리스서한이다음,76.49,202104,26300
,달성군 현풍읍,대구테크노폴리스서한이다음,66.85,202104,23000
,달성군 현풍읍,대구테크노폴리스서한이다음,84.83,202104,28000
,달성군 현풍읍,대구테크노폴리스일동미라주더파크,84.79,202104,39000
,달성군 현풍읍,대구테크노폴리스일동미라주더파크,84.79,202104,31600
,달성군 현풍읍,대구테크노폴리스일동미라주더파크,84.79,202104,32000
,달성군 현풍읍,대구테크노폴리스일동미라주더파크,72.95,202104,27000
,달성군 현풍읍,대구테크노폴리스일동미라주더파크,84.94,202104,32300
,달성군 화원읍,대곡역래미안,84.46,202104,43000
,달성군 화원읍,화원삼우청솔,84.90,202104,24700
,달성군 화원읍,명곡미래빌1,84.34,202104,31700
,달성군 화원읍,설화.명곡역프리미어힐,80.51,202104,26800
,달성군 화원읍,대구본리그린빌,84.62,202104,29000
,달성군 화원읍,화원대백맨션,84.98,202104,21900
,달성군 화원읍,화원대백맨션,84.98,202104,22100
,달성군 화원읍,화원삼주타운,75.50,202104,20000
,달성군 화원읍,화원태왕타운,84.84,202104,26500
,달성군 화원읍,태왕리더스,84.95,202104,39500
,달성군 화원읍,화원이진캐스빌,84.57,202104,48000
,달성군 화원읍,화원이진캐스빌,71.04,202104,43000
,달성군 화원읍,화원이진캐스빌,84.57,202104,48000
,달성군 화원읍,화원이진캐스빌,71.04,202104,45600
,달성군 화원읍,화원이진캐스빌,71.04,202104,44200
,달성군 화원읍,화원창신맨션,84.99,202104,37500
,동구 각산동,각산서한이다음,84.64,202104,37800
,동구 각산동,각산서한이다음,84.64,202104,37800
,동구 각산동,각산서한이다음,74.58,202104,32000
,동구 각산동,각산태영데시앙,84.99,202104,36600
,동구 각산동,각산푸르지오2단지,84.93,202104,29700
,동구 각산동,대구혁신도시서한이다음,73.70,202104,34300
,동구 각산동,대구혁신도시서한이다음,73.70,202104,35750
,동구 각산동,대구혁신엘에이치천년나무3단지,84.11,202104,24440
,동구 각산동,안심효성타운,84.60,202104,21300
,동구 검사동,강가에,79.86,202104,26900
,동구 검사동,금사리하이빌,75.43,202104,26700
,동구 검사동,금사리하이빌,75.43,202104,24800
,동구 검사동,금사리하이빌,84.99,202104,33800
,동구 검사동,금사리하이빌,84.99,202104,34000
,동구 검사동,동촌역태왕아너스르네상스,84.99,202104,41850
,동구 검사동,리버파크빌,63.42,202104,14000
,동구 검사동,오성파크,84.69,202104,28600
,동구 괴전동,안심역코오롱하늘채,63.37,202104,36000
,동구 대림동,대구혁신도시서한이다음3차,78.85,202104,33100
,동구 대림동,대구혁신도시서한이다음3차,78.85,202104,31500
,동구 방촌동,강변1,84.96,202104,27500
,동구 방촌동,강변1,77.22,202104,29500
,동구 방촌동,강변1,84.96,202104,34500
,동구 방촌동,강변2,65.67,202104,19800
,동구 방촌동,강변2,65.67,202104,20500
,동구 방촌동,방촌역태왕아너스,84.99,202104,45310
,동구 방촌동,방촌유선아덴힐즈,84.63,202104,24000
,동구 방촌동,보성강남타운,84.95,202104,26400
,동구 방촌동,영남네오빌,84.99,202104,37000
,동구 방촌동,영남네오빌,84.99,202104,33000
,동구 방촌동,우방강촌마을1,84.98,202104,27000
,동구 방촌동,우방강촌마을1,84.98,202104,29700
,동구 방촌동,우방강촌마을1,84.98,202104,30500
,동구 방촌동,해안드림파크,72.65,202104,26300
,동구 방촌동,현대주택방촌맨션,84.99,202104,22900
,동구 봉무동,대구이시아폴리스더샵3차,65.92,202104,39500
,동구 봉무동,이시아폴리스더샵4차,84.96,202104,44000
,동구 봉무동,협성휴포레이시아폴리스,84.93,202104,61000
,동구 봉무동,협성휴포레이시아폴리스,84.93,202104,54500
,동구 불로동,불로서한이다음,75.12,202104,32900
,동구 불로동,불로서한이다음,71.84,202104,30750
,동구 불로동,은빛,66.50,202104,10000
,동구 불로동,청호,65.01,202104,13850
,동구 사복동,대구혁신엘에이치이노힐즈,84.98,202104,33800
,동구 사복동,대구혁신엘에이치이노힐즈,84.98,202104,37200
,동구 사복동,대구혁신엘에이치이노힐즈,84.97,202104,39300
,동구 사복동,대구혁신엘에이치이노힐즈,84.98,202104,39300
,동구 사복동,대구혁신엘에이치이노힐즈,74.99,202104,32500
,동구 숙천동,대구혁신도시서한이다음4차,84.77,202104,28500
,동구 신기동,율하아이리스,81.87,202104,18900
,동구 신서동,대경넥스빌,76.64,202104,25800
,동구 신서동,보라,69.12,202104,10900
,동구 신서동,신서동롯데캐슬레전드,84.91,202104,36000
,동구 신서동,신서동롯데캐슬레전드,84.96,202104,33600
,동구 신서동,신서동신일해피트리,84.48,202104,33000
,동구 신서동,신서동신일해피트리,84.48,202104,33200
,동구 신서동,신서청구타운,84.97,202104,21400
,동구 신서동,신서화성파크드림,84.87,202104,38300
,동구 신서동,신서화성파크드림,84.87,202104,29000
,동구 신서동,신서화성파크드림,84.92,202104,31800
,동구 신서동,아름다운나날1,84.67,202104,30500
,동구 신서동,아름다운나날1,84.67,202104,28500
,동구 신서동,아름다운나날2,84.67,202104,27000
,동구 신서동,아름다운나날3,84.61,202104,30000
,동구 신서동,아름다운나날3,84.61,202104,32500
,동구 신서동,아름다운나날3,84.61,202104,29000
,동구 신암동,동대구우방아이유쉘,84.99,202104,54600
,동구 신암동,동대구우방아이유쉘,84.99,202104,60000
,동구 신암동,동서청기와,84.80,202104,32900
,동구 신암동,동서청기와,71.36,202104,29000
,동구 신암동,동서청기와,71.36,202104,29000
,동구 신암동,동서청기와,71.36,202104,30300
,동구 신암동,로얄이스트2차,82.66,202104,23500
,동구 신암동,보성1차,81.20,202104,36500
,동구 신암동,보성1차,81.20,202104,36500
,동구 신암동,보성2차,67.19,202104,22000
,동구 신암동,보성2차,67.19,202104,22000
,동구 신암동,보성2차,84.85,202104,34000
,동구 신암동,신암건영캐스빌,83.72,202104,33800
,동구 신암동,신암주택탑팰리스,83.35,202104,28000
,동구 신암동,신암주택탑팰리스,83.35,202104,30700
,동구 신암동,에스디아이프라임,84.85,202104,35000
,동구 신암동,에스지펠리체,84.34,202104,28000
,동구 신암동,이안동대구,84.87,202104,61000
,동구 신암동,진산신암그랜드타운,81.73,202104,25000
,동구 신천동,광산,65.16,202104,17000
,동구 신천동,광산,63.83,202104,17500
,동구 신천동,동대구반도유보라,84.89,202104,57200
,동구 신천동,동대구반도유보라,65.99,202104,51700
,동구 신천동,동서맨션,84.93,202104,21500
,동구 신천동,명문OHeimAPT,84.91,202104,28000
,동구 신천동,명문OHeimAPT,80.48,202104,25000
,동구 신천동,벽산e-솔렌스힐,84.70,202104,43000
,동구 신천동,서도,71.07,202104,19800
,동구 신천동,신천LH,79.07,202104,30000
,동구 신천동,신천LH,79.07,202104,31300
,동구 신천동,신천청아람,84.88,202104,46000
,동구 신천동,신천청아람,84.88,202104,47800
,동구 신천동,신천청아람,74.42,202104,40500
,동구 신천동,신천청아람,84.88,202104,45000
,동구 신천동,신천청아람,84.88,202104,45000
,동구 신천동,신천휴먼시아5단지,84.87,202104,48000
,동구 용계동,강변동서마을,84.98,202104,29400
,동구 용계동,강변동서마을,76.27,202104,21500
,동구 용계동,강변동서마을,76.27,202104,20000
,동구 용계동,강변동서마을,76.27,202104,20000
,동구 용계동,강변동서마을,84.98,202104,33800
,동구 용계동,백자,70.78,202104,22000
,동구 용계동,율하시티프라디움,84.98,202104,35000
,동구 용계동,은하,84.99,202104,15000
,동구 용계동,해오름타운105동,84.84,202104,26700
,동구 율하동,우방아이유쉘,84.99,202104,39400
,동구 율하동,우방아이유쉘,84.99,202104,42000
,동구 율하동,우방아이유쉘,84.99,202104,38000
,동구 율하동,우방아이유쉘,84.99,202104,35000
,동구 율하동,율하휴먼시아11단지,84.64,202104,40700
,동구 율하동,율하휴먼시아11단지,74.90,202104,32500
,동구 율하동,율하휴먼시아8단지,84.64,202104,32400
,동구 입석동,리엔파크102동,82.68,202104,26000
,동구 지묘동,왕산우방타운,84.93,202104,22000
,동구 지묘동,태왕그린힐즈,84.86,202104,22200
,동구 지묘동,팔공보성타운2,84.99,202104,21200
,동구 지저동,비아리츠아파트,82.56,202104,26000
,동구 지저동,태왕아너스리버파크,84.23,202104,38000
,동구 지저동,태왕아너스리버파크,84.23,202104,38000
,동구 지저동,태왕아너스리버파크2차,84.39,202104,34300
,동구 효목동,석우하이로즈빌,84.94,202104,22000
,동구 효목동,진로이스트타운,84.90,202104,33000
,동구 효목동,초원(나),68.71,202104,14000
,동구 효목동,태왕메트로시티,84.92,202104,32400
,동구 효목동,태왕메트로시티,84.92,202104,34000
,동구 효목동,태왕메트로시티,84.92,202104,23000
,동구 효목동,태왕메트로시티,84.92,202104,34100
,북구 고성동3가,오페라트루엘시민의숲아파트,84.72,202104,65000
,북구 관음동,동화훼밀리타운,84.70,202104,27000
,북구 관음동,동화훼밀리타운,75.16,202104,23800
,북구 관음동,칠곡서한맨션,84.81,202104,21000
,북구 관음동,칠곡한양2,84.95,202104,20500
,북구 구암동,부영3차,60.22,202104,19000
,북구 구암동,부영5차,81.17,202104,27200
,북구 구암동,부영5차,81.17,202104,28200
,북구 구암동,부영5차,81.17,202104,28500
,북구 구암동,부영5차,81.17,202104,26900
,북구 구암동,부영7차,81.17,202104,16000
,북구 구암동,부영7차,81.17,202104,23500
,북구 구암동,부영7차,81.17,202104,25800
,북구 구암동,칠곡2동서타운,70.33,202104,18000
,북구 구암동,칠곡미래타운,84.99,202104,25400
,북구 구암동,칠곡미래타운,84.99,202104,25300
,북구 국우동,부영1차,60.22,202104,21900
,북구 국우동,부영1차,60.22,202104,21500
,북구 국우동,부영1차,60.22,202104,24000
,북구 국우동,부영1차,60.22,202104,21000
,북구 국우동,부영1차,60.22,202104,21500
,북구 국우동,부영1차,81.16,202104,26000
,북구 국우동,칠곡현대아파트,77.05,202104,20950
,북구 국우동,칠곡현대아파트,77.05,202104,20900
,북구 국우동,칠곡현대아파트,77.05,202104,20600
,북구 노원동1가,삼일펠리체,81.07,202104,26700
,북구 노원동2가,성경로얄센트로,84.71,202104,23400
,북구 노원동3가,노원휴먼프라자,84.82,202104,24000
,북구 노원동3가,대구노원한신더휴,74.95,202104,47000
,북구 노원동3가,대구노원한신더휴,84.98,202104,45500
,북구 노원동3가,대구노원한신더휴,74.95,202104,46200
,북구 노원동3가,대구노원한신더휴,84.98,202104,44000
,북구 대현동,대구대현엘에이치3단지,74.50,202104,45500
,북구 대현동,대현e-편한세상,84.75,202104,50100
,북구 대현동,대현휴먼시아2단지,84.97,202104,46600
,북구 대현동,대현휴먼시아2단지,84.96,202104,48000
,북구 동변동,유니버시아드선수촌1단지,84.58,202104,26800
,북구 동변동,유니버시아드선수촌2단지,83.47,202104,27750
,북구 동변동,유니버시아드선수촌2단지,73.28,202104,22800
,북구 동변동,유니버시아드선수촌2단지,83.49,202104,26200
,북구 동변동,유니버시아드선수촌2단지,73.28,202104,26200
,북구 동변동,유니버시아드선수촌2단지,83.47,202104,27300
,북구 동변동,유니버시아드선수촌2단지,73.28,202104,24000
,북구 동변동,유니버시아드선수촌2단지,73.28,202104,26500
,북구 동변동,유니버시아드선수촌2단지,83.47,202104,29200
,북구 동변동,유니버시아드선수촌2단지,83.49,202104,28000
,북구 동변동,주공그린빌8,84.45,202104,23500
,북구 동천동,부영그린타운(2단지),81.17,202104,33000
,북구 동천동,영남네오빌아트,84.85,202104,41000
,북구 동천동,칠곡3화성타운,84.80,202104,31000
,북구 동천동,칠곡3화성타운,84.80,202104,32000
,북구 동천동,칠곡3화성타운,75.28,202104,27400
,북구 동천동,칠곡3화성타운,75.28,202104,26700
,북구 동천동,칠곡네스빌,84.58,202104,38000
,북구 동천동,칠곡네스빌,84.58,202104,34700
,북구 동천동,화성센트럴파크,74.51,202104,32700
,북구 동천동,화성센트럴파크,84.99,202104,37800
,북구 동천동,화성센트럴파크,84.99,202104,37700
,북구 동천동,화성센트럴파크,84.98,202104,37500
,북구 매천동,매천휴먼시아,84.58,202104,34800
,북구 매천동,매천휴먼시아,84.67,202104,32400
,북구 매천동,매천휴먼시아,74.87,202104,30400
,북구 매천동,매천휴먼시아,84.58,202104,37400
,북구 매천동,매천휴먼시아,84.58,202104,37200
,북구 매천동,매천휴먼시아,74.88,202104,31500
,북구 매천동,매천휴먼시아,74.88,202104,31200
,북구 매천동,매천휴먼시아,84.58,202104,32900
,북구 매천동,매천휴먼시아,84.59,202104,33800
,북구 매천동,매천휴먼시아,84.67,202104,34500
,북구 매천동,청구장미마을,84.96,202104,22800
,북구 매천동,청구장미마을,84.96,202104,25000
,북구 매천동,한신더휴웨스턴팰리스,84.83,202104,53700
,북구 복현동,대웅(419-41),84.77,202104,23000
,북구 복현동,대웅(419-43),84.77,202104,23000
,북구 복현동,동서성화,60.52,202104,19800
,북구 복현동,동서성화,60.52,202104,19000
,북구 복현동,동서성화,82.48,202104,24000
,북구 복현동,럭키5,62.13,202104,16500
,북구 복현동,복현3차서한이다음,84.56,202104,41000
,북구 복현동,복현3차서한이다음,75.92,202104,37200
,북구 복현동,복현3차서한이다음,84.56,202104,42800
,북구 복현동,복현3차서한이다음,75.92,202104,39000
,북구 복현동,복현서한2,74.33,202104,21000
,북구 복현동,복현서한2,74.33,202104,22100
,북구 복현동,복현서한2,84.86,202104,27900
,북구 복현동,복현서한이다음,84.97,202104,29700
,북구 복현동,복현서한이다음,84.97,202104,33200
,북구 복현동,복현아이파크,75.97,202104,53300
,북구 복현동,태왕아너스복현,85.00,202104,37500
,북구 복현동,한라,70.40,202104,19000
,북구 복현동,한양파크,84.58,202104,26200
,북구 복현동,현대맨션,84.98,202104,23500
,북구 사수동,금호서한이다음,84.55,202104,29000
,북구 사수동,금호서한이다음,74.91,202104,31200
,북구 사수동,금호서한이다음,74.91,202104,32500
,북구 사수동,금호서한이다음,84.55,202104,35650
,북구 사수동,금호서한이다음,84.55,202104,31900
,북구 사수동,금호서한이다음,74.91,202104,31300
,북구 사수동,브라운스톤강북,84.82,202104,31000
,북구 사수동,브라운스톤강북,84.95,202104,31900
,북구 사수동,브라운스톤강북,84.95,202104,32800
,북구 사수동,브라운스톤강북,84.95,202104,32000
,북구 사수동,브라운스톤강북,84.95,202104,32500
,북구 사수동,이편한세상대구금호,84.91,202104,36800
,북구 사수동,이편한세상대구금호,74.80,202104,29000
,북구 사수동,이편한세상대구금호,74.86,202104,33300
,북구 산격동,동성맨션,83.37,202104,13000
,북구 산격동,산격대우,84.96,202104,37200
,북구 산격동,산격대우,84.95,202104,37000
,북구 산격동,산격대우,84.95,202104,37000
,북구 서변동,동서변리벤빌,84.93,202104,20000
,북구 서변동,동서변리벤빌,84.93,202104,23900
,북구 서변동,동서변월드메르디앙,84.97,202104,33000
,북구 서변동,동서변월드메르디앙,84.97,202104,31200
,북구 서변동,동서변월드메르디앙,84.97,202104,32500
,북구 서변동,동서변월드메르디앙,84.97,202104,32700
,북구 서변동,서변청아람,84.82,202104,23000
,북구 서변동,서변청아람,84.82,202104,21800
,북구 서변동,서변청아람,84.82,202104,23800
,북구 서변동,서변청아람,84.82,202104,23800
,북구 서변동,영남네오빌블루,84.78,202104,26000
,북구 서변동,화성리버파크2,84.93,202104,26900
,북구 서변동,화성리버파크2,84.93,202104,27000
,북구 서변동,화성리버파크2,84.93,202104,26300
,북구 읍내동,SD아이프라임강북,84.97,202104,29900
,북구 읍내동,SD아이프라임강북,84.97,202104,31700
,북구 읍내동,SD아이프라임강북,84.97,202104,30000
,북구 읍내동,SD아이프라임강북,84.97,202104,29800
,북구 읍내동,SD아이프라임강북,84.97,202104,29000
,북구 읍내동,산호한양,84.95,202104,17100
,북구 읍내동,산호한양,84.95,202104,20700
,북구 읍내동,산호한양,84.95,202104,22700
,북구 읍내동,산호한양,84.95,202104,20000
,북구 읍내동,칠곡3차보성,84.99,202104,19300
,북구 읍내동,칠곡3차보성,84.99,202104,23500
,북구 읍내동,칠곡3차보성,84.99,202104,23500
,북구 읍내동,칠곡3차보성,84.99,202104,23500
,북구 읍내동,칠곡보성,84.98,202104,20700
,북구 읍내동,칠곡우방,84.93,202104,20000
,북구 읍내동,칠곡이편한세상,84.73,202104,38700
,북구 읍내동,칠곡이편한세상,84.73,202104,34900
,북구 읍내동,칠곡한서타운,84.97,202104,19500
,북구 읍내동,칠곡한서타운,84.97,202104,21800
,북구 읍내동,칠곡한서타운,84.97,202104,18400
,북구 읍내동,칠곡한서타운,84.97,202104,20900
,북구 읍내동,칠곡한서타운,84.97,202104,19700
,북구 읍내동,코스모스한양,84.95,202104,22800
,북구 읍내동,코스모스한양,84.95,202104,24250
,북구 읍내동,학정역효성해링턴플레이스,84.91,202104,43500
,북구 읍내동,현대2,84.95,202104,20000
,북구 칠성동2가,대구역 서희스타힐스,84.49,202104,52000
,북구 칠성동2가,대구역 서희스타힐스,84.49,202104,49500
,북구 칠성동2가,대구역 서희스타힐스,84.84,202104,52800
,북구 칠성동2가,대구역유림노르웨이숲,84.92,202104,52700
,북구 칠성동2가,오페라삼정그린코아더베스트,84.97,202104,71000
,북구 칠성동2가,우방플러스빌,84.99,202104,27000
,북구 칠성동2가,칠성동코오롱하늘채,84.98,202104,61750
,북구 칠성동2가,칠성동코오롱하늘채,84.81,202104,63800
,북구 칠성동2가,칠성동코오롱하늘채,84.98,202104,63800
,북구 칠성동2가,칠성세정드림빌,85.00,202104,33000
,북구 침산동,대한동아무지개,84.74,202104,38900
,북구 침산동,롯데캐슬오페라,84.91,202104,48800
,북구 침산동,삼정그린코아,84.78,202104,43000
,북구 침산동,삼주,61.98,202104,25000
,북구 침산동,삼주,77.79,202104,31500
,북구 침산동,은성강변타운,84.68,202104,17700
,북구 침산동,침산2청구타운,84.98,202104,34000
,북구 침산동,침산2청구타운,84.98,202104,34500
,북구 침산동,침산동2차쌍용예가,84.94,202104,47000
,북구 침산동,침산동2차쌍용예가,75.98,202104,43000
,북구 침산동,침산화성2,85.00,202104,37400
,북구 침산동,한우새로운맨션,74.31,202104,25050
,북구 침산동,한우새로운맨션,74.31,202104,29000
,북구 침산동,한우새로운맨션,74.31,202104,29000
,북구 침산동,한우새로운맨션,74.31,202104,25000
,북구 침산동,현대,84.94,202104,31000
,북구 태전동,강북화성파크드림,84.93,202104,38300
,북구 태전동,강북화성파크드림,84.93,202104,36000
,북구 태전동,남영,84.83,202104,20450
,북구 태전동,두성타운3,84.93,202104,15800
,북구 태전동,두성파크2,84.79,202104,16900
,북구 태전동,롯데,84.99,202104,17400
,북구 태전동,삼성,84.93,202104,21450
,북구 태전동,엘리시아,80.19,202104,22000
,북구 태전동,이진캐스빌,67.73,202104,30900
,북구 태전동,칠곡관음타운,84.96,202104,23000
,북구 태전동,칠곡대백맨션,84.92,202104,18500
,북구 태전동,칠곡대백맨션,84.92,202104,18400
,북구 태전동,한일,84.96,202104,22900
,북구 태전동,한일,84.96,202104,21800
,북구 태전동,한일,84.96,202104,19000
,북구 태전동,현대,84.95,202104,22000
,북구 태전동,현대전원,76.29,202104,17750
,북구 태전동,협성휴포레강북,72.94,202104,29000
,북구 태전동,협성휴포레강북,85.00,202104,51000
,북구 태전동,협성휴포레강북,72.93,202104,44500
,북구 태전동,협성휴포레강북,72.97,202104,40500
,북구 태전동,협화맨션,84.97,202104,21500
,북구 학정동,칠곡1차한라하우젠트,84.97,202104,38000
,북구 학정동,칠곡1차한라하우젠트,84.97,202104,37700
,북구 학정동,칠곡2차한라하우젠트,84.98,202104,37500
,북구 학정동,칠곡2차한라하우젠트,84.98,202104,38000
,북구 학정동,칠곡2차한라하우젠트,84.98,202104,37000
,북구 학정동,학정청아람,84.66,202104,36000
,서구 내당동,광장타운1차,84.99,202104,64700
,서구 내당동,내당보성홍실,71.66,202104,30900
,서구 내당동,삼익뉴타운,84.88,202104,36000
,서구 내당동,신성메트로(22-12),74.13,202104,24200
,서구 내당동,코오롱맨션,74.66,202104,21000
,서구 내당동,코오롱맨션,74.66,202104,33500
,서구 원대동2가,원대금류타운,84.39,202104,26800
,서구 원대동2가,원대금류타운,84.39,202104,26800
,서구동,중리롯데캐슬,74.66,202104,39500
,서구동,중리롯데캐슬,84.98,202104,43200
,서구동,진달래,82.29,202104,25000
,서구 평리동,평리롯데캐슬,84.96,202104,42700
,서구 평리동,평리푸르지오,84.92,202104,47700
,서구 평리동,평리푸르지오,84.92,202104,50000
,서구 평리동,평리헤리티지,84.84,202104,33000
,수성구 두산동,대우트럼프월드수성,84.70,202104,83000
,수성구 두산동,대우트럼프월드수성,84.70,202104,81500
,수성구 만촌동,럭키골든,84.57,202104,25500
,수성구 만촌동,만촌3차화성파크드림,67.29,202104,105000
,수성구 만촌동,만촌신동아파밀리에,84.94,202104,34500
,수성구 만촌동,만촌화성파크스위트,84.89,202104,33500
,수성구 만촌동,메트로팔레스2,84.93,202104,60000
,수성구 만촌동,메트로팔레스3,84.93,202104,69000
,수성구 만촌동,메트로팔레스5,84.93,202104,60900
,수성구 만촌동,산장맨션,84.78,202104,88000
,수성구 만촌동,수성풀비체,84.75,202104,41000
,수성구 만촌동,심비움,82.81,202104,25000
,수성구 만촌동,우방금탑,67.15,202104,75000
,수성구 매호동,매호미래하이츠102,84.87,202104,20500
,수성구 매호동,매호청구하이츠빌,85.00,202104,30500
,수성구 매호동,매호효성백년가약,84.97,202104,40000
,수성구 매호동,매호효성백년가약,84.97,202104,39000
,수성구 매호동,시지협화타운2,84.84,202104,29000
,수성구 매호동,한일유앤아이,84.99,202104,41000
,수성구 매호동,한일유앤아이,84.99,202104,46800
,수성구 매호동,한일유앤아이,84.99,202104,46500
,수성구 범물동,범물보성타운,64.63,202104,23000
,수성구 범물동,범물보성타운,64.63,202104,23800
,수성구 범물동,범물영남,84.39,202104,47000
,수성구 범물동,범물영남,84.39,202104,49000
,수성구 범물동,서한화성타운,84.58,202104,37500
,수성구 범물동,서한화성타운,84.58,202104,37000
,수성구 범물동,서한화성타운,65.97,202104,29500
,수성구 범물동,수성하늘채르레브,85.00,202104,51500
,수성구 범물동,수성하늘채르레브,77.65,202104,41300
,수성구 범물동,수성하늘채르레브,78.00,202104,40000
,수성구 범물동,청구타운,84.93,202104,39500
,수성구 범물동,청구타운,84.93,202104,41800
,수성구 범물동,현대청림,84.98,202104,43500
,수성구 범어동,e편한세상범어,84.96,202104,80000
,수성구 범어동,e편한세상범어,84.79,202104,83000
,수성구 범어동,e편한세상범어,84.79,202104,91000
,수성구 범어동,e편한세상범어,84.79,202104,85000
,수성구 범어동,e편한세상범어,84.79,202104,89900
,수성구 범어동,가든하이츠1,84.95,202104,101500
,수성구 범어동,범어라온프라이빗,84.97,202104,125000
,수성구 범어동,우방범어타운1,84.80,202104,120000
,수성구 범어동,우방청솔맨션,84.97,202104,103000
